fname	n_lines	nist1	nist2	nist3	nist4	bleu1	bleu2	bleu3	bleu4	meteor	entropy1	entropy2	entropy3	entropy4	div1	div2	avg_len
SAN	34	2.0812	2.1889	2.1925	2.1925	0.3564	0.1145	0.0426	0.0169	0.0697647746939565	4.045336816787271	5.485821938928964	5.981043975051277	6.086599605994759	0.21180555555555555	0.6088560885608856	16.941176470588236
BERT	34	1.9536	2.055	2.0562	2.0562	0.3541	0.1052	0.0291	0.0131	0.0757256753059862	4.172793070108715	5.5576248279153155	5.952873964917553	5.994465255482726	0.2529182879377432	0.6520833333333333	15.117647058823529
