fname	n_lines	nist1	nist2	nist3	nist4	bleu1	bleu2	bleu3	bleu4	meteor	entropy1	entropy2	entropy3	entropy4	div1	div2	avg_len
SAN	34	2.1325	2.2327	2.2402	2.2402	0.3592	0.1059	0.0404	0.0162	0.07841868899033445	3.9251511825579124	5.402493569734181	5.947230208543301	6.089759363683587	0.1848013816925734	0.5577981651376147	17.029411764705884
BERT	34	0.9686	1.0082	1.013	1.013	0.4169	0.1061	0.0422	0.0194	0.06811953133403711	4.06219895390958	5.304855803213135	5.574646256265561	5.564035927558441	0.28337874659400547	0.6936936936936937	10.794117647058824
