fname	n_lines	nist1	nist2	nist3	nist4	bleu1	bleu2	bleu3	bleu4	meteor	entropy1	entropy2	entropy3	entropy4	div1	div2	avg_len
SAN	34	2.0578	2.2172	2.2196	2.2196	0.4109	0.1337	0.0438	0.0181	0.07423838437909441	3.781963928065968	5.365978336223845	5.885424838654707	5.952244697062542	0.18421052631578946	0.5934782608695652	14.529411764705882
BERT	34	0.7941	0.8233	0.8233	0.8233	0.4073	0.1006	0.026	0.0115	0.0653531319015928	3.964839050439815	5.27266441666566	5.542035627184565	5.512925583212359	0.2796610169491525	0.709375	10.411764705882353
